PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
227,6/16/23,44:46.7,1,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,7,Top,0,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.20049,0.715702,-0.670419,2197.686956,168.402403,11:30,5.18666,1.45393,5.0382,-36.84644,4.71985,-0.64343,2.79136,0.76784,75.4374,-6.051949,-0.784139,0.464026,,,,,,,,,,,,0.08665,2.59378,-1.38943,50,5.22621,1.45513,-121.82851,0.14063,0.12745,28.723,-28.35946,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,65323bd0-0c97-11ee-86e8-e178d624069f,81.22919,,,8.76309,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,44:46.7,2023-06-16T18:44:46.6716344-04:00,2023-06-16T22:44:46.6716344Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,e79d8047-c052-465f-9f9e-a80342abb626,55.45329,-123.1075,14.3615,5.19183,1.40343,-14.17973,-1.4541,1.44946,0.06373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
228,6/16/23,45:03.7,1,4,"O'Hara, Connor",1000036031,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,7,Top,0,1,2,Cutter,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.08001,-2.486929,-4.863007,1665.816954,228.017354,01:30,5.05533,1.55282,5.65531,-22.70682,14.92465,15.14757,0.83399,-1.73096,79.21935,-6.732794,-2.168518,0.441516,,,,,,,,,,,,-9.10264,8.68008,-1.15002,50,4.82975,10.06286,-125.86138,-6.21536,-14.53019,26.70765,-18.3184,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,6f63a3a0-0c97-11ee-86e8-e178d624069f,85.3704,,,7.86066,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,45:03.7,2023-06-16T18:45:03.7489848-04:00,2023-06-16T22:45:03.7489848Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,71da6e9c-e99b-4691-b23f-60cff00282d2,54.84123,-126.88452,13.35383,5.05441,-5.5136,-9.1592,-1.54618,10.6195,-7.26509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
229,6/16/23,45:22.2,1,5,"O'Hara, Connor",1000036031,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,7,Top,0,2,2,Slider,Slider,InPlay,Undefined,LineDrive,Out,1,0,,86.54082,0.380288,-1.525108,2370.049153,204.148117,12:45,5.29755,1.40485,5.23703,-35.90931,3.00417,0.70425,2.66266,0.02977,77.86944,-6.21625,-1.400216,0.448974,88.41722,21.68469,20.226361,3957.671081,100.27032,35.60594,45.23073,283.15392,274.76172,31.662173,3.4411,-0.85784,1.78638,-1.26514,50,5.30609,3.3051,-125.32719,-0.51707,-1.33915,29.69582,-29.38538,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,7a6776a0-0c97-11ee-86e8-e178d624069f,83.95235,40.05034,,8.67139,,,,0.59817,2.60664,-0.02373,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,45:22.2,2023-06-16T18:45:22.2335160-04:00,2023-06-16T22:45:22.2335160Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,cce4d6bb-8f0f-4a42-ad6f-737e64f5704d,55.2575,-126.5668,14.84791,5.30207,0.70958,-14.69269,-1.40427,3.36099,-0.66958,229.840049,0.59829,113.06354,-21.19262,4.21987,-0.67975,0.0237,0.02433,-0.00669,0.00061,2.60651,47.92314,-16.80615,1.31979,-0.45179,0.20422,-0.06474,0.012,-0.00094,-0.02374,41.66428,2.02426,-0.8523,0.09508,0.0432,-0.02011,0.00342,-0.00022,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
230,6/16/23,45:52.7,2,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,7,Top,1,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.61388,-1.32989,-1.848946,2185.491345,233.419377,01:45,5.4337,1.4128,5.67779,-18.38891,13.99768,17.36985,2.66072,1.13612,84.88467,-4.79854,1.256065,0.409594,,,,,,,,,,,,-9.373,7.83339,-1.26808,50,5.31024,3.58658,-135.791,-3.77086,-17.35617,32.03084,-17.66885,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,8c88bab0-0c97-11ee-86e8-e178d624069f,92.0238,,,8.72921,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,45:52.7,2023-06-16T18:45:52.6621880-04:00,2023-06-16T22:45:52.6621880Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,8063feb8-9309-4c2a-a67b-efe825a6b225,54.81888,-136.92297,16.01542,5.43247,-3.14644,-8.83442,-1.40567,4.19995,-8.67809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
231,6/16/23,46:06.2,2,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,7,Top,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.6178,-1.077329,-1.116211,2219.457836,227.749995,01:30,5.51276,1.28767,5.66563,-17.81966,14.57536,14.82753,3.02298,1.48241,84.84207,-4.445773,1.534258,0.409648,,,,,,,,,,,,-7.78815,8.03071,-1.20254,50,5.41065,1.94768,-135.80526,-3.1422,-14.42546,32.01859,-17.29925,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,94903da0-0c97-11ee-86e8-e178d624069f,92.01184,,,8.77573,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,46:06.2,2023-06-16T18:46:06.1769912-04:00,2023-06-16T22:46:06.1769912Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,0cf10029-052b-4ba1-8cf1-2fc8bc8eaef5,54.82897,-136.93904,16.0093,5.51107,-2.52964,-8.64963,-1.28055,2.45849,-7.21273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
232,6/16/23,46:20.2,2,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,7,Top,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.07747,-0.952083,-1.140028,2239.994516,231.367873,01:45,5.4526,1.22117,5.51346,-16.97997,15.49619,17.91891,3.14709,1.64828,84.68499,-4.17569,2.053661,0.41016,,,,,,,,,,,,-9.30957,8.43788,-1.13376,50,5.35857,1.84406,-136.35015,-2.82589,-17.26348,34.16876,-16.52699,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,9cfaa110-0c97-11ee-86e8-e178d624069f,91.89684,,,9.39249,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,46:20.2,2023-06-16T18:46:20.2442424-04:00,2023-06-16T22:46:20.2442424Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,df7a7723-d3c0-4f12-ba32-e2b1e55e5b42,54.98039,-137.59255,17.08438,5.4504,-2.22495,-8.2635,-1.21222,2.47178,-8.63174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
233,6/16/23,46:35.2,2,4,"O'Hara, Connor",1000036031,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,7,Top,1,2,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,84.70769,0.100606,-1.912306,2205.893569,200.657698,12:45,5.30541,1.56323,5.51663,-35.32848,4.85985,1.27536,2.4555,-0.11917,76.29531,-6.429339,-1.685017,0.45627,68.74263,-31.364142,91.613612,,,,,5.52818,5.18736,50.189548,0.051443,-1.28917,2.79784,-1.39758,50,5.29062,4.04502,-122.73807,-1.01073,-1.9288,28.64642,-27.98812,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,a5e57f20-0c97-11ee-86e8-e178d624069f,82.61002,2.71051,,8.41238,,,,3.66463,2.71051,-0.19845,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,46:35.2,2023-06-16T18:46:35.1985336-04:00,2023-06-16T22:46:35.1985336Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,dd7dc2a3-d318-4b96-b102-225fbc586826,54.97963,-123.89484,14.32321,5.30862,0.11946,-13.99406,-1.56249,4.1229,-0.9644,180,3.66471,-2.43412,,,,,,,,2.71228,-52.68997,,,,,,,,-0.20136,86.40736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
234,6/16/23,46:56.2,2,5,"O'Hara, Connor",1000036031,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,7,Top,1,2,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,85.90403,-0.919293,-0.937051,2407.730175,111.836814,09:45,5.29097,1.33827,5.19394,-37.52754,1.82929,-1.09736,1.29877,0.36532,77.91242,-7.767297,-1.131774,0.451525,,,,,,,,,,,,0.25299,1.55961,-1.25052,50,5.17735,2.08434,-124.50788,-3.40654,0.3915,28.31112,-29.76063,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,b2673f90-0c97-11ee-86e8-e178d624069f,83.47811,,,7.99161,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,46:56.2,2023-06-16T18:46:56.1983160-04:00,2023-06-16T22:46:56.1983160Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,59953629-62cf-457e-80ce-a2f366897a6c,55.30298,-125.70791,14.15556,5.29501,-2.14507,-14.88032,-1.33852,2.06775,0.19575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
235,6/16/23,47:20.7,2,6,"O'Hara, Connor",1000036031,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,7,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,94.19783,-2.562973,-2.890846,2258.237906,218.316652,01:15,5.42176,1.19438,5.78664,-16.74308,15.23548,11.15634,1.63756,-0.56754,85.35768,-5.737185,-0.89494,0.407006,90.0687,22.736293,18.620016,2069.438684,104.38177,38.54391,34.70469,324.86005,314.5754,17.785095,3.802286,-6.61422,8.89536,-0.96308,50,5.20047,6.39247,-136.44833,-6.65535,-12.34929,32.72818,-15.56562,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c106afe0-0c97-11ee-86e8-e178d624069f,92.60908,47.54353,,8.84015,,,,2.68836,1.75943,0.53802,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,47:20.7,2023-06-16T18:47:20.7478968-04:00,2023-06-16T22:47:20.7478968Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,21e4ed51-c668-4f43-9e1f-203f0aee6196,54.71051,-137.57354,16.36409,5.42008,-6.12019,-7.78281,-1.19016,6.81705,-6.17465,180.932114,2.68769,115.47876,-18.40106,4.55982,-1.11136,0.30232,-0.0733,0.01108,-0.00071,1.76056,51.0206,-14.6505,-0.07056,0.43682,-0.25191,0.07728,-0.01173,0.00069,0.53786,38.90503,-6.03252,1.17421,-0.23863,0.06413,-0.01697,0.00274,-0.00018,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
236,6/16/23,47:57.1,3,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,7,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.79479,-1.489288,-2.187591,2316.624165,222.084388,01:30,5.45068,1.16442,5.60385,-14.06355,17.38532,14.60729,2.88717,0.33863,85.63089,-4.205005,0.418429,0.403621,,,,,,,,,,,,-8.05292,9.60713,-0.98653,50,5.31438,4.57847,-138.65432,-4.02798,-15.34634,37.09684,-13.86591,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d6a44970-0c97-11ee-86e8-e178d624069f,93.38566,,,10.1639,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,47:57.1,2023-06-16T18:47:57.0506424-04:00,2023-06-16T22:47:57.0506424Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,9ad89fd2-81ff-4d37-ba3c-64050424dc65,54.88867,-139.95617,18.54842,5.4472,-3.54138,-6.93296,-1.15665,5.11702,-7.67317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
237,6/16/23,48:13.8,3,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,7,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.99231,-0.715334,-3.76262,2333.55266,210.327168,01:00,5.35482,1.09372,5.48105,-13.64509,17.74029,9.69914,3.54697,-1.62349,86.09967,-3.343474,-2.04096,0.403213,,,,,,,,,,,,-6.05548,9.46091,-0.76991,50,5.28307,8.64739,-138.81123,-2.15228,-11.62968,35.62143,-14.00417,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e0ab45e0-0c97-11ee-86e8-e178d624069f,93.4801,,,9.89264,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,48:13.8,2023-06-16T18:48:13.8119352-04:00,2023-06-16T22:48:13.8119352Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,75b6c3b0-f777-4e01-b926-3c1e654f6b77,55.01177,-140.09144,17.81072,5.35138,-1.64899,-7.00208,-1.0882,9.06535,-5.81484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
238,6/16/23,48:28.4,3,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,7,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,86.89036,-1.896936,-2.778748,2367.864855,241.777705,02:00,5.30799,1.34062,5.45112,-34.29833,4.4863,5.44701,0.67124,-0.80882,77.6706,-8.221286,-1.808951,0.44823,,,,,,,,,,,,-3.76768,3.37414,-1.09923,50,5.11721,5.85671,-125.58176,-5.39994,-5.83883,32.43778,-26.9451,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e95bda10-0c97-11ee-86e8-e178d624069f,84.09168,,,9.21976,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,48:28.4,2023-06-16T18:48:28.3774648-04:00,2023-06-16T22:48:28.3774648Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,996aa1e5-010d-4fdb-a0a2-b9b45f8a486b,55.04283,-126.87764,16.21889,5.31143,-4.32349,-13.47255,-1.33786,6.08997,-2.91942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
239,6/16/23,48:44.4,3,4,"O'Hara, Connor",1000036031,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,7,Top,2,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.38271,-2.774747,-2.4066,2321.96037,219.512423,01:15,5.4135,1.30123,5.73627,-15.05249,16.97147,13.03985,1.57106,0.14561,85.18882,-5.652328,-0.074537,0.407295,,,,,,,,,,,,-7.3754,9.83859,-1.10886,50,5.17318,5.13924,-136.65528,-7.08899,-13.76594,33.76107,-13.8106,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,f2e8c480-0c97-11ee-86e8-e178d624069f,92.54337,,,9.19389,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,48:44.4,2023-06-16T18:48:44.4398776-04:00,2023-06-16T22:48:44.4398776Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,33e4424b-f9de-4bb6-a120-191589b2901f,54.75889,-137.82596,16.88054,5.41069,-6.6101,-6.9053,-1.29534,5.61658,-6.88297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
240,6/16/23,49:00.3,3,5,"O'Hara, Connor",1000036031,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,7,Top,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,95.10889,-0.461709,-2.313582,2286.79298,218.423153,01:15,5.51669,1.25086,5.59577,-13.50115,18.29615,13.57426,3.96017,0.22086,85.20283,-3.077811,0.106957,0.405851,,,,,,,,,,,,-7.53209,9.69004,-1.0611,50,5.46855,4.89734,-137.72516,-1.49748,-14.21458,35.56809,-13.88698,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,fc579fa0-0c97-11ee-86e8-e178d624069f,92.87265,,,9.90606,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,49:00.3,2023-06-16T18:49:00.2984120-04:00,2023-06-16T22:49:00.2984120Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,9fe5ad41-7f9d-480e-a5b9-6a11e438fd43,54.89647,-138.98394,17.78404,5.51285,-1.00601,-6.94349,-1.24332,5.4004,-7.10729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
266,6/16/23,05:53.2,1,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,8,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.08068,1.412126,0.87607,2206.33434,180.438529,12:00,5.33359,1.48632,5.23755,-40.39671,1.9402,0.00268,3.29484,2.31,74.51292,-6.013266,0.876544,0.468307,,,,,,,,,,,,0.29406,1.03469,-1.56687,50,5.43414,-1.83878,-120.2406,1.48097,0.42179,27.70649,-30.68984,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,581e6d30-0c9a-11ee-86e8-e178d624069f,80.48652,,,8.56776,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,05:53.2,2023-06-16T19:05:53.1965624-04:00,2023-06-16T23:05:53.1965624Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,b02c4298-dafd-4d14-b0d2-91a26bde20fc,55.25406,-121.44524,13.85325,5.34074,2.81532,-15.34492,-1.48652,-1.85712,0.2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
267,6/16/23,06:08.4,1,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,8,Top,0,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,93.07566,-1.2911,-2.508884,2255.436387,234.493677,01:45,5.56819,1.469,5.41093,-18.02784,15.6206,20.03942,2.85493,0.787,83.0308,-4.71897,1.053588,0.417497,80.8607,2.278547,4.328566,1728.834211,,,,58.52491,56.15339,4.231164,0.506396,-10.94119,8.66662,-1.26035,50,5.44133,4.94562,-134.66298,-3.64018,-19.60101,35.88873,-16.64788,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,61325710-0c9a-11ee-86e8-e178d624069f,90.28183,3.14245,,10.04486,,,,1.77666,2.88362,-0.73937,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,06:08.4,2023-06-16T19:06:08.4263608-04:00,2023-06-16T23:06:08.4263608Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,b4499175-0502-4153-8e1c-f8c8f86f0898,55.08375,-136.01109,17.94436,5.56632,-3.01482,-8.32394,-1.45995,5.68191,-9.80051,326.361071,1.78337,117.98585,-12.36901,,,,,,,2.8956,4.39826,-20.02174,,,,,,,-0.7426,9.02969,1.9149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
268,6/16/23,06:47.2,2,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,8,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.97424,-2.467402,-1.44676,2376.167212,158.712837,11:15,5.23851,1.38445,5.26569,-31.35395,7.48615,-2.42795,0.30567,-0.17723,78.86893,-8.186995,-1.878005,0.448551,,,,,,,,,,,,0.81547,4.79843,-1.25022,50,4.9896,3.25137,-124.64561,-6.50971,1.27926,25.7224,-24.64657,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,784b9420-0c9a-11ee-86e8-e178d624069f,84.03163,,,7.1053,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,06:47.2,2023-06-16T19:06:47.1964856-04:00,2023-06-16T23:06:47.1964856Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,3542e649-5646-4705-9b32-48f21de2f132,55.23243,-125.72076,12.8612,5.24016,-5.47953,-12.32329,-1.385,3.1979,0.63963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
269,6/16/23,07:03.1,2,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,8,Top,1,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.55224,-0.766866,-2.841513,2331.676143,241.624739,02:00,5.46025,1.39942,5.62259,-19.96198,13.67922,22.95052,3.08022,0.65821,82.832,-4.548155,1.253682,0.417453,,,,,,,,,,,,-12.42796,7.5317,-1.17148,50,5.38235,5.55693,-133.98062,-2.46092,-22.13248,34.41838,-18.76113,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,81bdcaa0-0c9a-11ee-86e8-e178d624069f,90.29156,,,9.72024,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,07:03.1,2023-06-16T19:07:03.0893752-04:00,2023-06-16T23:07:03.0893752Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,ce900654-0f04-49aa-800e-355f15e7dbc3,54.87118,-135.2262,17.20919,5.45912,-1.78197,-9.38056,-1.38708,6.35788,-11.06624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
