PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
270,6/16/23,07:18.8,2,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,8,Top,1,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,93.34888,-1.273866,-3.096122,2372.870975,215.437514,01:15,5.41772,1.25769,5.56405,-14.64383,18.32828,12.1891,3.00545,-0.62169,83.99202,-4.088077,-0.92596,0.41328,,,,,,,,,,,,-7.13489,10.00485,-0.99864,50,5.29848,6.73929,-135.14249,-3.45125,-13.00938,33.31888,-13.93179,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,8b1c7920-0c9a-11ee-86e8-e178d624069f,91.20308,,,9.35686,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,07:18.8,2023-06-16T19:07:18.8178616-04:00,2023-06-16T23:07:18.8178616Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,09357f66-0706-4dfa-961b-3e285f55a18c,54.9308,-136.35274,16.65944,5.41465,-2.94521,-6.96589,-1.25201,7.21183,-6.50469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
271,6/16/23,07:40.4,2,4,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,8,Top,1,1,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.53822,-0.135251,-0.806758,1719.929937,237.971176,02:00,5.35601,1.5512,5.44822,-28.71557,11.38036,15.98639,2.83641,2.12807,76.64859,-5.470069,2.039878,0.455745,,,,,,,,,,,,-8.21839,6.18555,-1.49099,50,5.32473,1.0295,-122.60212,-1.26149,-12.38988,26.39393,-22.84881,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,98022b80-0c9a-11ee-86e8-e178d624069f,82.70516,,,7.88964,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,07:40.4,2023-06-16T19:07:40.4006072-04:00,2023-06-16T23:07:40.4006072Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,9b2be2c0-1021-4e27-b905-e6d7afe3564c,55.04611,-123.68368,13.19697,5.35724,-0.3252,-11.42441,-1.54358,1.53721,-6.19494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
272,6/16/23,07:57.6,2,5,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,8,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.2654,-1.069172,-3.061166,2290.736859,218.209295,01:15,5.43638,1.06571,5.52909,-14.32426,18.23875,13.37827,3.2417,-0.6837,84.29489,-3.83498,-0.680571,0.410709,,,,,,,,,,,,-7.73063,9.88591,-0.8086,50,5.33428,6.64703,-136.37391,-2.97567,-14.26947,35.5435,-13.92632,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,a238ea80-0c9a-11ee-86e8-e178d624069f,91.77416,,,9.97051,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,07:57.6,2023-06-16T19:07:57.5631544-04:00,2023-06-16T23:07:57.5631544Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,31093547-aeea-4060-b32f-4556cebdca38,54.96409,-137.66163,17.77175,5.43295,-2.47112,-6.96316,-1.05879,7.16401,-7.13474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
273,6/16/23,08:19.6,2,6,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,8,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,94.25201,0.332771,-2.284135,2225.258318,211.608659,01:00,5.40452,1.38405,5.32902,-15.12969,17.64784,10.10048,4.4562,0.08146,84.22061,-2.570988,-0.492321,0.412059,,,,,,,,,,,,-5.75311,9.02941,-1.18487,50,5.42426,4.93325,-136.37739,0.31669,-10.62714,35.35671,-15.4949,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,af60fd10-0c9a-11ee-86e8-e178d624069f,91.47338,,,10.0314,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,08:19.6,2023-06-16T19:08:19.6291768-04:00,2023-06-16T23:08:19.6291768Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,2298169e-1a66-42e8-ad54-1cfa5092dad1,55.1623,-137.70924,17.67836,5.40133,0.90037,-7.74745,-1.37824,5.33357,-5.31357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
274,6/16/23,08:52.1,3,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Humphrey, Jacob",1000119761,Right,HAR_MAR,Undefined,8,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.15626,-1.452641,-3.43533,2157.790305,164.493989,11:30,5.25041,1.3785,5.60368,-32.84329,7.88666,-1.76988,1.15472,-1.97967,75.96134,-7.524566,-3.750604,0.459334,,,,,,,,,,,,-0.25028,4.91339,-1.0831,50,5.10498,7.38112,-121.7311,-4.19598,-0.36842,28.13099,-24.94146,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c2c28950-0c9a-11ee-86e8-e178d624069f,82.05896,,,8.19492,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,08:52.1,2023-06-16T19:08:52.0554680-04:00,2023-06-16T23:08:52.0554680Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,e0d98dd9-8d74-479a-ad5e-a0997540b9e7,54.89069,-122.8561,14.0655,5.25284,-3.19854,-12.47073,-1.37857,7.39585,-0.18421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
275,6/16/23,09:24.6,3,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Humphrey, Jacob",1000119761,Right,HAR_MAR,Undefined,8,Top,1,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,StolenBase,0,0,,93.21652,-1.880924,-2.351044,2288.644856,218.24993,01:15,5.46356,1.22947,5.69004,-14.61465,18.3243,13.48686,2.49058,0.16103,83.82627,-4.695654,0.058554,0.413072,,,,,,,,,,,,-7.57646,10.24493,-1.04024,50,5.29645,4.91655,-134.99775,-4.86335,-13.76121,33.711,-13.566,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d61807a0-0c9a-11ee-86e8-e178d624069f,91.24898,,,9.39025,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,09:24.6,2023-06-16T19:09:24.6170000-04:00,2023-06-16T23:09:24.6170000Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,66b19683-5b77-4097-8e5d-408532f434bc,54.8043,-136.19217,16.8555,5.46025,-4.38269,-6.783,-1.22307,5.40413,-6.88061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.66321,2.055402,0.739533,1.315869,-0.30671,2.34734,-0.16396,-2.54024,5.76191,1.52875,127.2768,2.70287,-6.49075,-2.29459,110.92135,-9.46155,5.74896,11.04322,-10.15052,1.53856,-5.8501,-0.19134,High,High,High,,,High,High,High
276,6/16/23,09:58.5,3,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Humphrey, Jacob",1000119761,Right,HAR_MAR,Undefined,8,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,93.29974,-2.308159,-2.852766,2223.689186,222.377999,01:30,5.36442,1.25057,5.63898,-18.08174,14.95497,12.5156,1.70056,-0.36992,83.86634,-5.73482,-0.619505,0.413685,97.6405,-4.996767,8.092219,,,,,16.92866,16.74123,9.024742,0.11247,-7.29567,8.69788,-1.01633,50,5.15688,6.1525,-135.01131,-6.04279,-13.22792,34.2467,-16.40382,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,ea5722a0-0c9a-11ee-86e8-e178d624069f,91.11387,1.65155,,9.4334,,,,1.09517,1.65155,0.39174,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,09:58.5,2023-06-16T19:09:58.5252024-04:00,2023-06-16T23:09:58.5252024Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,01016cc6-d182-418b-af3d-5c05ae66df46,54.85624,-136.23756,17.12335,5.36274,-5.45543,-8.20191,-1.24511,6.62615,-6.61396,329.082721,1.09537,141.2173,-20.48963,,,,,,,1.65172,-12.49313,-19.50972,,,,,,,0.39171,20.08527,0.37717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
277,6/16/23,10:31.2,4,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"King, Seaver",1000230729,Right,HAR_MAR,Undefined,8,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.29004,-0.789652,-1.910096,2210.476281,208.596357,01:00,5.46562,1.17467,5.67563,-12.70721,20.21395,10.35382,3.67009,0.25618,83.65812,-3.272533,-0.060576,0.412961,,,,,,,,,,,,-5.85028,10.83666,-1.02011,50,5.39134,4.02314,-135.15793,-2.19864,-10.63215,34.2732,-12.47973,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,fdc5ce40-0c9a-11ee-86e8-e178d624069f,91.2736,,,9.63191,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,10:31.2,2023-06-16T19:10:31.1703736-04:00,2023-06-16T23:10:31.1703736Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,8c0a0bf2-ce37-4bd1-9b6f-d0605f61d457,54.81784,-136.37416,17.1366,5.4615,-1.75578,-6.23987,-1.16957,4.40044,-5.31607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
278,6/16/23,10:49.9,4,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"King, Seaver",1000230729,Right,HAR_MAR,Undefined,8,Top,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,93.64292,-1.99044,-2.284635,2283.748171,211.649917,01:00,5.47772,1.41071,5.79243,-13.86674,18.61564,10.74221,2.46845,0.17962,84.29986,-4.671459,-0.361873,0.4102,,,,,,,,,,,,-6.15642,10.43375,-1.22895,50,5.30561,4.91113,-135.63158,-5.10293,-11.30231,33.66498,-13.01914,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,08f963d0-0c9b-11ee-86e8-e178d624069f,91.88803,,,9.34306,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,10:49.9,2023-06-16T19:10:49.9200696-04:00,2023-06-16T23:10:49.9200696Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,424c690b-8655-4838-b76b-2da58c955136,54.70102,-136.79344,16.83249,5.47397,-4.65361,-6.50957,-1.40518,5.3012,-5.65115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
279,6/16/23,11:08.1,4,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"King, Seaver",1000230729,Right,HAR_MAR,Undefined,8,Top,2,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,93.86818,-1.133688,-2.611089,2302.509372,223.678335,01:30,5.44322,1.18577,5.49453,-17.1571,15.75489,13.83131,2.95178,-0.1057,83.8846,-4.404319,-0.149573,0.412903,93.27435,22.503626,27.436729,5040.691868,92.67326,37.67036,59.2592,285.37842,268.60267,40.838784,3.491925,-7.84725,8.67863,-0.96689,50,5.3329,5.53394,-135.83137,-3.25428,-14.33992,35.82762,-16.31489,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,13cf7010-0c9b-11ee-86e8-e178d624069f,91.28632,42.96109,,9.98357,,,,0.90027,2.79368,0.29204,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,11:08.1,2023-06-16T19:11:08.1173176-04:00,2023-06-16T23:11:08.1173176Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,44135b22-2ebf-45b8-b040-c81979554a90,54.99934,-137.14368,17.91381,5.44116,-2.65669,-8.15745,-1.17921,6.05919,-7.16996,,0.89962,112.1914,-26.81048,6.95434,-1.95225,0.5806,-0.15297,0.02503,-0.00173,2.79416,52.34388,-18.87928,1.10331,0.23198,-0.21966,0.07977,-0.01388,0.00093,0.29176,58.24436,1.77921,-2.48974,0.86153,-0.17182,0.01567,0.00057,-0.00016,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
300,6/16/23,22:55.9,1,1,"Voit, Mitchell",1000233563,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,9,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.1765,1.942952,-1.835778,1748.337534,40.614753,07:15,5.73308,1.20701,5.02285,-55.45499,-5.49252,-6.42154,2.94689,-1.06099,68.91556,-8.155312,-2.969691,0.508737,,,,,,,,,,,,2.46587,-2.73689,-1.02599,50,5.87538,3.84671,-111.51248,1.79254,3.01216,25.63492,-35.51727,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,b9b34870-0c9c-11ee-86e8-e178d624069f,74.09022,,,8.26094,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,22:55.9,2023-06-16T19:22:55.8798520-04:00,2023-06-16T23:22:55.8798520Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,baf6e23e-3b75-4417-b0c5-9b93a7eb346c,55.46995,-112.76292,12.81746,5.74569,3.52503,-17.75864,-1.21005,3.69978,1.50608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
301,6/16/23,23:11.7,1,2,"Voit, Mitchell",1000233563,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,9,Top,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.90474,-3.322852,-3.053414,1920.652183,151.833733,11:00,5.60936,1.29775,5.16669,-36.95537,3.97862,-1.29032,-0.60539,-1.68611,76.68194,-10.032592,-3.281987,0.460483,,,,,,,,,,,,-0.41272,3.52764,-1.01193,50,5.27093,6.59416,-122.58155,-8.48007,-0.61298,29.63021,-26.93484,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c32753b0-0c9c-11ee-86e8-e178d624069f,81.85417,,,8.22279,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,23:11.7,2023-06-16T19:23:11.7339320-04:00,2023-06-16T23:23:11.7339320Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,969c87d4-4346-4f05-a404-f14fb5ef3f95,55.32946,-123.86308,14.81511,5.61251,-7.31511,-13.46742,-1.2977,6.62067,-0.30649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
302,6/16/23,23:29.0,1,3,"Voit, Mitchell",1000233563,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,9,Top,0,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.3343,2.858786,-0.190682,1721.283773,47.949509,07:30,5.76877,1.16267,5.04674,-53.42786,-4.01071,-6.54398,4.01512,0.43749,69.21594,-6.889183,-1.34685,0.505953,,,,,,,,,,,,3.1274,-2.29945,-1.13918,50,5.99953,0.65089,-111.79754,3.66731,3.86621,24.51765,-35.01673,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,cd81ee60-0c9c-11ee-86e8-e178d624069f,74.49791,,,8.11836,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,23:29.0,2023-06-16T19:23:29.0155704-04:00,2023-06-16T23:23:29.0155704Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,bb9bc1b3-0d19-4109-aa39-53a6ee2d27f5,55.44633,-112.98562,12.25883,5.78071,5.36417,-17.50837,-1.16618,0.46353,1.93311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
303,6/16/23,23:47.5,1,4,"Voit, Mitchell",1000233563,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,9,Top,0,2,1,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.68831,-0.865712,-3.937564,1906.211274,189.928095,12:15,5.54282,1.40126,5.25659,-35.00246,4.33461,0.53079,1.81059,-2.25986,78.21084,-7.249875,-3.843711,0.451411,,,,,,,,,,,,-1.41949,2.83469,-1.04039,50,5.43772,8.51149,-123.99805,-3.17727,-2.19858,25.99857,-27.78358,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d871eb40-0c9c-11ee-86e8-e178d624069f,83.49908,,,7.47747,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,23:47.5,2023-06-16T19:23:47.5025592-04:00,2023-06-16T23:23:47.5025592Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,e442c96f-b4f2-4366-965b-b287bbf1f9fe,55.23869,-125.09162,12.99928,5.54679,-2.00862,-13.89179,-1.40035,8.60396,-1.09929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
304,6/16/23,24:03.9,1,5,"Voit, Mitchell",1000233563,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,9,Top,0,3,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,92.38083,-3.026712,-1.065465,2144.592566,200.003469,12:45,5.68435,1.13348,5.88803,-11.05631,22.20706,7.63839,1.94952,0.78059,83.23305,-5.208198,0.305091,0.415102,100.23618,18.115217,-24.759239,1565.160453,99.35407,30.65758,-47.20978,329.68186,320.92853,-28.160543,3.340168,-4.27772,12.73024,-1.05214,50,5.43417,2.15661,-133.84504,-7.33703,-7.63856,33.10355,-9.44215,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e22ebf50-0c9c-11ee-86e8-e178d624069f,90.80292,38.02657,,9.14779,,,,2.36989,1.91116,-0.55737,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,24:03.9,2023-06-16T19:24:03.8727352-04:00,2023-06-16T23:24:03.8727352Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,e6c399e9-5a4c-4005-ae41-998cd5d0f237,54.60806,-134.97993,16.55178,5.68015,-7.01332,-4.72107,-1.13057,2.41849,-3.81928,,2.37007,126.87567,-22.23715,5.14005,-1.04518,0.19901,-0.03341,0.00386,-0.0002,1.91072,45.72449,-15.04515,0.35964,0.00522,-0.0034,-0.00077,0.00055,-6.00E-05,-0.55758,-58.51162,7.53295,-2.14148,0.51102,-0.114,0.02254,-0.00312,0.0002,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
305,6/16/23,24:34.5,2,1,"Voit, Mitchell",1000233563,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,9,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.005,-0.084905,0.149264,2160.464842,203.626244,12:45,5.7606,1.15311,5.8095,-11.85615,21.04478,8.68186,4.69364,2.0154,83.46953,-2.421186,1.704748,0.412834,,,,,,,,,,,,-4.33032,11.04969,-1.17031,50,5.74661,-0.75467,-134.85031,-0.47841,-7.8391,33.94423,-12.17103,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,f4700e80-0c9c-11ee-86e8-e178d624069f,91.30166,,,9.53547,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,24:34.5,2023-06-16T19:24:34.4585400-04:00,2023-06-16T23:24:34.4585400Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,fcf7effb-7797-43be-bf4b-e36151db04f7,54.68294,-136.02398,16.97211,5.75588,-0.05758,-6.08552,-1.1489,-0.48362,-3.91955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
306,6/16/23,24:47.5,2,2,"Voit, Mitchell",1000233563,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,9,Top,1,1,0,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.43042,-2.744253,-3.094425,1914.464709,177.780966,12:00,5.5387,1.35936,5.2912,-37.54474,3.31508,-0.07142,-0.17245,-1.55489,76.72817,-9.570788,-3.1071,0.460065,,,,,,,,,,,,-0.9761,2.9013,-1.07744,50,5.26096,6.60348,-122.09494,-7.20842,-1.44872,27.79603,-27.8679,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,fc3e31f0-0c9c-11ee-86e8-e178d624069f,81.92842,,,7.70225,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,24:47.5,2023-06-16T19:24:47.5347640-04:00,2023-06-16T23:24:47.5347640Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,23723505-8d6f-413b-a7e7-3b26d70be689,55.20649,-123.27454,13.89802,5.54178,-6.02576,-13.93395,-1.35898,6.66496,-0.72436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
307,6/16/23,25:09.9,2,3,"Voit, Mitchell",1000233563,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,9,Top,1,2,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.96276,0.567264,-0.413184,1812.195818,49.542708,07:45,5.68873,1.0767,5.0429,-54.35995,-5.5452,-8.78351,1.69386,-0.04501,69.85831,-9.314599,-1.968782,0.50286,,,,,,,,,,,,4.17902,-2.35394,-1.03,50,5.6999,1.18234,-112.79053,-0.83881,5.22031,26.30427,-35.1145,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,09973f90-0c9d-11ee-86e8-e178d624069f,74.95616,,,8.10445,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,25:09.9,2023-06-16T19:25:09.9120824-04:00,2023-06-16T23:25:09.9120824Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,a8e88ba1-88d0-42dc-a586-0270d1ec79f1,55.45136,-114.05477,13.15214,5.69965,0.84887,-17.55725,-1.0808,0.93144,2.61016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
